,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
5846,YAKALA AY,GAME,4.4,0,14000000.0,1.0,Paid,0.99,Everyone,Arcade,"July 7, 2018",1.0,4.1 and up
5851,AY Recruitment,BUSINESS,4.3,1,4000000.0,10.0,Free,0.0,Everyone,Business,"May 22, 2018",1.1.1,4.4 and up
5854,AY EMLAK,BUSINESS,4.3,8,1200000.0,10.0,Free,0.0,Teen,Business,"July 11, 2018",1.0,4.0.3 and up
5855,Ay Vamos - PJ. Balvin - Piano,GAME,4.4,0,29000000.0,5.0,Free,0.0,Everyone,Arcade,"July 9, 2018",1.0,4.1 and up
5857,Ay Peruk,BUSINESS,4.3,0,3400000.0,1.0,Free,0.0,Everyone,Business,"October 31, 2017",1.1.0,4.0 and up
5882,A-Z Screen Recorder -,VIDEO_PLAYERS,4.2,17,3700000.0,500.0,Free,0.0,Everyone,Video Players & Editors,"July 23, 2018",1.0,4.4 and up
5883,AZ Immune Related AEManagement,MEDICAL,3.7,3,7300000.0,500.0,Free,0.0,Everyone,Medical,"May 24, 2018",1.4,3.2 and up
5888,Catalyst AZ,FAMILY,4.8,12,8400000.0,500.0,Free,0.0,Teen,Education,"June 27, 2018",3.8.0,4.1 and up
5895,Az Video Status,FAMILY,4.8,13,6000000.0,100.0,Free,0.0,Everyone,Entertainment,"August 2, 2018",1.0.4,4.1 and up
5912,Financial Calculator BA Chien.,FINANCE,4.2,23,954000.0,500.0,Paid,3.99,Everyone,Finance,"December 14, 2016",1.9.10,3.0 and up
5917,Ra Ga Ba,GAME,5.0,2,20000000.0,1.0,Paid,1.49,Everyone,Arcade,"February 8, 2017",1.0.4,2.3 and up
5918,Experience BA,TRAVEL_AND_LOCAL,4.3,6,17000000.0,100.0,Free,0.0,Everyone,Travel & Local,"June 27, 2018",2.2.0,4.1 and up
5921,BA SALES,COMMUNICATION,4.3,0,2900000.0,1.0,Free,0.0,Everyone,Communication,"January 31, 2018",1.0,4.0.3 and up
5923,BA Status,TRAVEL_AND_LOCAL,4.3,0,5100000.0,100.0,Free,0.0,Everyone,Travel & Local,"August 13, 2016",1.0,4.0.3 and up
5924,Alif Ba Ta Bullseye,FAMILY,4.3,1,16000000.0,5.0,Paid,1.99,Everyone,Educational,"May 30, 2016",1.1,2.2 and up
5927,Learn Quran with Elif Ba,FAMILY,4.3,3,12000000.0,100.0,Paid,1.49,Everyone,Education,"March 3, 2017",1.2,2.3 and up
5940,058.ba,NEWS_AND_MAGAZINES,4.4,27,14000000.0,100.0,Free,0.0,Everyone,News & Magazines,"July 6, 2018",1.0,4.2 and up
5942,PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,PRODUCTIVITY,4.3,0,3700000.0,10.0,Paid,2.99,Everyone,Productivity,"December 1, 2017",1.0,4.0 and up
5943,Poteau BA,FAMILY,4.3,3,4000000.0,500.0,Free,0.0,Everyone,Education,"July 16, 2017",1.0.2,5.0 and up
5945,Ain Arabic Kids Alif Ba ta,FAMILY,4.3,0,33000000.0,0.0,Paid,2.99,Everyone,Education,"April 15, 2016",1.0,3.0 and up
5951,BA 3 Banjarmasin,SOCIAL,4.3,2,5900000.0,10.0,Free,0.0,Teen,Social,"July 28, 2018",1.0.1,4.4 and up
5961,Ice Crush 10.000 B.C.,FAMILY,4.4,31,4200000.0,100.0,Paid,0.99,Everyone,Casual,"August 15, 2013",1.48,2.0 and up
5966,BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,7200000.0,50.0,Paid,1.75,Everyone,Books & Reference,"October 8, 2015",1.0,4.1 and up
5967,British Columbia Transit Info,MAPS_AND_NAVIGATION,4.2,0,5000000.0,100.0,Free,0.0,Everyone 10+,Maps & Navigation,"February 19, 2016",3.0,2.2 and up
5968,BC Hospital Wait Times,MEDICAL,4.2,8,1200000.0,500.0,Free,0.0,Everyone,Medical,"January 19, 2016",1.2,4.1 and up
5969,"Town of Princeton, BC",PRODUCTIVITY,4.8,4,31000000.0,100.0,Free,0.0,Everyone,Productivity,"June 25, 2018",3.3.8,4.0 and up
5970,Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17000000.0,500.0,Free,0.0,Everyone,Travel & Local,"October 9, 2017",2.0.0,4.4W and up
5976,BC Mobile Intro - Americas,LIFESTYLE,4.2,0,3100000.0,50.0,Free,0.0,Everyone,Lifestyle,"June 21, 2018",4.1.0,4.0.3 and up
5977,Car Driving Theory Test BC,FAMILY,4.3,0,2200000.0,10.0,Paid,1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up
5978,Truck Driving Test Class 3 BC,FAMILY,1.0,1,2000000.0,50.0,Paid,1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up
5980,BC Camera,PHOTOGRAPHY,4.2,5,5500000.0,500.0,Free,0.0,Everyone,Photography,"January 10, 2018",1.0,4.0.3 and up
5985,Bc Vod,VIDEO_PLAYERS,4.2,1,62000000.0,100.0,Free,0.0,Everyone,Video Players & Editors,"April 17, 2018",1.2,4.2 and up
5988,British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3000000.0,100.0,Free,0.0,Everyone,Travel & Local,"November 8, 2017",1.0,4.1 and up
5991,BC browser,BUSINESS,4.3,1,3400000.0,100.0,Free,0.0,Everyone,Business,"January 17, 2018",1.1.0,4.0 and up
5992,PPCNP-BC Pocket Prep,MEDICAL,4.3,3,12000000.0,50.0,Free,0.0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
5993,AP Calculus BC Practice Test,FAMILY,4.2,4,29000000.0,500.0,Free,0.0,Everyone,Education,"January 25, 2018",6.0.2,4.4 and up
5995,BC Pizza,LIFESTYLE,2.3,3,2600000.0,500.0,Free,0.0,Everyone,Lifestyle,"January 12, 2016",1.0,4.2 and up
5996,Railroad Radio Vancouver BC,FAMILY,5.0,4,1700000.0,100.0,Free,0.0,Teen,Entertainment,"June 28, 2015",1,2.2 and up
6011,BD Simplist Through Their Eyes,FAMILY,4.3,1,38000000.0,10.0,Free,0.0,Everyone,Simulation,"December 4, 2015",1.0,4.1 and up
6021,BD TYCOON,FAMILY,3.3,16,33000000.0,500.0,Free,0.0,Everyone,Simulation,"July 6, 2017",1.2,4.1 and up
6022,BD Sports Box & TV,FAMILY,4.2,5,3300000.0,500.0,Free,0.0,Everyone,Entertainment,"April 13, 2018",1.1,4.0.3 and up
6023,Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3900000.0,100.0,Free,0.0,Everyone,Maps & Navigation,"October 16, 2017",2.0,4.2 and up
6030,iCard BD Plus,SOCIAL,5.0,2,2400000.0,500.0,Free,0.0,Everyone,Social,"July 15, 2016",3.7.5,2.0 and up
6035,BD Hospital's,FAMILY,4.7,12,2300000.0,100.0,Free,0.0,Everyone,Education,"October 7, 2015",1.1,3.0 and up
6043,Exam Result BD,FAMILY,5.0,2,2600000.0,500.0,Free,0.0,Everyone,Education,"July 22, 2017",1.0,3.2 and up
6045,Helping BD,LIFESTYLE,5.0,15,4500000.0,100.0,Free,0.0,Everyone,Lifestyle,"June 19, 2018",2.1,4.0.3 and up
6046,Best Browser BD social networking,COMMUNICATION,4.8,6,21000000.0,10.0,Free,0.0,Everyone,Communication,"July 4, 2018",2.0,4.1 and up
6047,Traffic signs BD,COMMUNICATION,4.4,7,5300000.0,500.0,Free,0.0,Everyone,Communication,"October 8, 2015",1.0,4.1 and up
6048,BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2300000.0,100.0,Free,0.0,Everyone,News & Magazines,"March 9, 2018",1.2,4.0.3 and up
6055,Movement BE,SOCIAL,5.0,20,1200000.0,100.0,Free,0.0,Teen,Social,"November 10, 2016",1.2,4.4 and up
6085,She Will Be Loved Lyrics,FAMILY,4.3,2,705000.0,100.0,Free,0.0,Everyone,Entertainment,"March 1, 2016",1.0,2.1 and up
6117,CE BF,LIFESTYLE,4.2,0,24000000.0,50.0,Free,0.0,Everyone,Lifestyle,"January 2, 2018",1.0.1,4.1 and up
6118,Freedom Christian BF,LIFESTYLE,4.2,0,12000000.0,10.0,Free,0.0,Everyone,Lifestyle,"February 22, 2016",1.0,4.0.3 and up
6119,Random Love (BF),FAMILY,3.7,3,10000000.0,50.0,Free,0.0,Everyone,Entertainment,"October 4, 2015",1.0.0,2.2 and up
6122,BF Family user,BUSINESS,4.3,8,26000000.0,100.0,Free,0.0,Everyone,Business,"February 1, 2018",0.0.9,4.1 and up
6129,BG Products,AUTO_AND_VEHICLES,4.8,4,4500000.0,500.0,Free,0.0,Everyone,Auto & Vehicles,"November 28, 2017",1.3,5.0 and up
6132,BG Monitor Diabetes Pro,MEDICAL,4.6,87,2800000.0,500.0,Paid,5.99,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
6135,BG TV App,FAMILY,1.7,6,2900000.0,100.0,Free,0.0,Everyone,Entertainment,"December 21, 2017",1.0,4.1 and up
6138,BG Editor,PHOTOGRAPHY,4.3,0,8400000.0,5.0,Free,0.0,Everyone,Photography,"July 23, 2018",1.2,4.1 and up
6145,BGKontakti London BG Kontakti,SOCIAL,4.3,4,8900000.0,500.0,Free,0.0,Everyone,Social,"March 23, 2017",1.2,3.0 and up
6147,BG TV Stations,FAMILY,4.3,0,2900000.0,100.0,Free,0.0,Everyone,Entertainment,"February 10, 2018",1.0,4.1 and up
6149,BG TV Program,FAMILY,4.3,1,2800000.0,100.0,Free,0.0,Everyone,Entertainment,"April 22, 2018",1.0,4.1 and up
6151,BG Middle East,AUTO_AND_VEHICLES,4.3,1,9400000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,"December 20, 2017",1.1,4.0 and up
6152,Blender BG - Photo Blend With Background,PHOTOGRAPHY,4.3,0,7800000.0,100.0,Free,0.0,Everyone,Photography,"September 20, 2017",1.0,4.2 and up
6153,BG MUSIC PLAYER - MUSIC PLAYER,VIDEO_PLAYERS,4.2,0,8600000.0,100.0,Free,0.0,Everyone,Video Players & Editors,"June 26, 2018",1.0,4.1 and up
6155,BG Future School,FAMILY,4.9,16,10000000.0,100.0,Free,0.0,Everyone,Education,"July 22, 2017",1.0,4.0.3 and up
6157,Simple Photo BG Changer,TOOLS,4.2,1,5100000.0,10.0,Free,0.0,Everyone,Tools,"June 8, 2018",1.0,2.3 and up
6162,BG Torneos,SPORTS,4.3,7,2300000.0,100.0,Free,0.0,Everyone,Sports,"June 13, 2018",2.0.0,4.1 and up
6163,YourTube Video Views BG,VIDEO_PLAYERS,4.2,8,2500000.0,500.0,Free,0.0,Everyone,Video Players & Editors,"November 12, 2015",1.1.1,4.0 and up
6164,BG Television,FAMILY,4.3,3,2800000.0,500.0,Free,0.0,Everyone,Entertainment,"December 10, 2017",1.0,4.1 and up
6168,BG Remover & Eraser Pro,TOOLS,2.2,4,4800000.0,500.0,Free,0.0,Everyone,Tools,"April 3, 2018",3.0,2.3 and up
6170,BG Cricket,SPORTS,4.3,6,24000000.0,500.0,Free,0.0,Everyone,Sports,"June 14, 2018",2.4.4,4.2 and up
6171,BG Guide,TRAVEL_AND_LOCAL,5.0,3,2400000.0,100.0,Free,0.0,Everyone,Travel & Local,"November 28, 2016",1.1,2.3.3 and up
6174,BG-FLEET,TOOLS,4.2,0,1800000.0,10.0,Free,0.0,Everyone,Tools,"July 30, 2018",1.0,4.0.3 and up
6176,Dete.bg,NEWS_AND_MAGAZINES,4.2,0,29000000.0,100.0,Free,0.0,Everyone,News & Magazines,"June 12, 2017",1.2,4.1 and up
6179,Es-Bg Offline Voice Translator,TRAVEL_AND_LOCAL,4.3,1,87000000.0,10.0,Paid,1.49,Everyone,Travel & Local,"March 19, 2017",2.55,3.0 and up
6183,Revita.bg,HEALTH_AND_FITNESS,4.8,10,4000000.0,10.0,Free,0.0,Everyone,Health & Fitness,"June 13, 2018",3.55,4.0 and up
6186,Top Novini BG,NEWS_AND_MAGAZINES,4.2,2,2900000.0,100.0,Free,0.0,Everyone,News & Magazines,"June 14, 2016",1.2,4.1 and up
6190,BG Blurry HD Wallpapers,FAMILY,4.3,1,5100000.0,10.0,Free,0.0,Everyone,Entertainment,"March 12, 2018",1.0.0.1,4.0 and up
6192,Stolica.bg,NEWS_AND_MAGAZINES,4.2,1,1300000.0,50.0,Free,0.0,Everyone,News & Magazines,"May 2, 2018",1.1,5.0 and up
6199,BG Burger,FOOD_AND_DRINK,4.3,1,19000000.0,10.0,Free,0.0,Everyone,Food & Drink,"March 29, 2017",1.0,4.1 and up
6201,CSCS BG (в български),FAMILY,2.4,7,2100000.0,100.0,Paid,3.99,Everyone,Education,"March 23, 2017",1.0,4.0.3 and up
6208,N+ News Bulgaria,NEWS_AND_MAGAZINES,4.2,2,10000000.0,50.0,Free,0.0,Everyone,News & Magazines,"August 2, 2017",1.0,4.0 and up
6218,GEM™,TOOLS,4.3,6,33000000.0,500.0,Free,0.0,Everyone,Tools,"July 23, 2018",1.93,5.0 and up
6225,BH Bikes GPS Locator,SPORTS,4.3,0,10000000.0,10.0,Free,0.0,Everyone,Sports,"July 19, 2018",1.0,5.0 and up
6226,BH Patrole,AUTO_AND_VEHICLES,4.8,27,2500000.0,500.0,Free,0.0,Everyone,Auto & Vehicles,"February 15, 2018",2.0,4.4 and up
6229,Radio Belo Horizonte,FAMILY,4.3,0,4300000.0,10.0,Free,0.0,Mature 17+,Entertainment,"August 3, 2018",2,4.0 and up
6230,BH Online,FINANCE,4.3,0,4600000.0,10.0,Free,0.0,Everyone,Finance,"July 4, 2018",2.2.6,5.0 and up
6232,Bh Public School,FAMILY,5.0,2,8700000.0,10.0,Free,0.0,Everyone,Education,"March 21, 2018",1.2,4.0.3 and up
6233,BH Mission Playbook,TRAVEL_AND_LOCAL,4.3,0,22000000.0,100.0,Free,0.0,Everyone,Travel & Local,"April 2, 2018",1.5.4,4.4 and up
6234,BH INVEST,FINANCE,4.3,7,1100000.0,500.0,Free,0.0,Everyone,Finance,"February 5, 2016",1.3,3.2 and up
6237,Discípulos em BH,SOCIAL,4.3,24,5200000.0,100.0,Free,0.0,Everyone,Social,"February 24, 2018",1.1.4,4.1 and up
6238,Barbers.BH,LIFESTYLE,5.0,2,6000000.0,10.0,Free,0.0,Everyone,Lifestyle,"May 24, 2018",2.1,4.0.3 and up
6239,BH - Fitness & Nutrition,HEALTH_AND_FITNESS,4.5,0,43000000.0,1.0,Free,0.0,Everyone,Health & Fitness,"July 4, 2018",4.3.6,4.1 and up
6240,Lexus Tech BH Service Pro,LIFESTYLE,4.2,0,904000.0,10.0,Free,0.0,Teen,Lifestyle,"July 26, 2016",5.0,3.0 and up
6243,B'H BURGER HEIM,LIFESTYLE,4.2,0,20000000.0,10.0,Free,0.0,Everyone,Lifestyle,"May 26, 2016",1.0,4.0 and up
6250,BH Rocking,TRAVEL_AND_LOCAL,4.3,13,3200000.0,100.0,Free,0.0,Everyone,Travel & Local,"January 17, 2018",1.0.7,4.1 and up
6255,Digital Tourist BH Itinerary,TRAVEL_AND_LOCAL,4.6,19,14000000.0,500.0,Free,0.0,Everyone,Travel & Local,"October 13, 2015",0.9.2,2.2 and up
6257,BH Connect,SOCIAL,4.3,0,32000000.0,1.0,Free,0.0,Teen,Social,"March 22, 2018",1.4.4,4.0.3 and up
6258,Out of Bounds BH Demo,GAME,4.4,3,14000000.0,10.0,Free,0.0,Everyone,Action,"November 19, 2015",1.0,2.3.3 and up
6259,EduNAV.BH,FAMILY,4.3,3,3800000.0,50.0,Free,0.0,Everyone,Education,"February 12, 2018",1.2.0,4.3 and up
6260,BH Açaí,FOOD_AND_DRINK,4.3,3,4700000.0,100.0,Free,0.0,Everyone,Food & Drink,"May 29, 2018",7.0 RELEASE,4.0.3 and up
6261,BH Recepti,FOOD_AND_DRINK,4.3,3,9900000.0,500.0,Free,0.0,Everyone,Food & Drink,"August 16, 2016",1.2,4.0 and up
6272,Propel BI APP,BUSINESS,5.0,3,23000000.0,100.0,Free,0.0,Everyone,Business,"July 24, 2018",1.39,4.4 and up
6275,BI APP,FINANCE,5.0,2,2700000.0,100.0,Free,0.0,Everyone,Finance,"February 19, 2016",1.8,4.0 and up
6287,Bi-Tank,GAME,4.6,12,18000000.0,50.0,Free,0.0,Everyone,Arcade,"July 31, 2017",Varies with device,4.1 and up
6291,MinT BI,PRODUCTIVITY,4.3,0,2900000.0,10.0,Free,0.0,Everyone,Productivity,"January 13, 2018",3.1,4.2 and up
6292,BI Barcode Scanner,PRODUCTIVITY,4.3,0,473000.0,10.0,Paid,0.99,Everyone,Productivity,"June 13, 2014",2.2,2.2 and up
6311,BJ Bridge Pro 2018,GAME,4.4,17,4800000.0,500.0,Paid,4.49,Everyone,Card,"May 21, 2018",6.2-pro,4.0 and up
6313,BJ & Jamie,FAMILY,3.9,13,17000000.0,100.0,Free,0.0,Everyone,Entertainment,"July 6, 2015",1.1,2.3.3 and up
6314,The Daily BJ,HEALTH_AND_FITNESS,4.8,38,24000000.0,500.0,Free,0.0,Everyone,Health & Fitness,"July 10, 2018",1.1,5.0 and up
6318,BJ Grand Salon Mobile App,BEAUTY,4.3,1,15000000.0,100.0,Free,0.0,Everyone,Beauty,"June 14, 2018",1.0.7,5.0 and up
6320,BJ Strategy Tester,GAME,4.4,1,8800000.0,100.0,Free,0.0,Everyone,Casino,"May 19, 2015",1.0,2.3 and up
6325,BJ-DRONE,FAMILY,4.3,1,23000000.0,100.0,Free,0.0,Everyone,Entertainment,"March 27, 2018",1.0,4.0.3 and up
6328,BJ - Confidential,COMMUNICATION,4.3,0,3200000.0,10.0,Free,0.0,Teen,Communication,"April 23, 2018",1.7,4.1 and up
6329,Basic Strategy Training BJ 21,GAME,4.4,0,23000000.0,500.0,Free,0.0,Teen,Casino,"March 7, 2016",1.1,2.3 and up
6330,HON. B.J. ACS COLLEGE ALE,FAMILY,5.0,3,1800000.0,100.0,Free,0.0,Mature 17+,Education,"December 26, 2016",3.1,4.3 and up
6332,BJ Toys,SHOPPING,4.7,55,8000000.0,500.0,Free,0.0,Everyone,Shopping,"April 11, 2018",1.0.3,4.0.3 and up
6333,Alumni BJ,SOCIAL,4.3,2,5400000.0,100.0,Free,0.0,Everyone,Social,"November 8, 2017",1.0,4.1 and up
6335,BJ card game blackjack,GAME,4.4,3,21000000.0,500.0,Free,0.0,Teen,Card,"December 2, 2016",1.0,2.3 and up
6336,BMH-BJ Congregation,LIFESTYLE,4.2,0,5100000.0,10.0,Free,0.0,Everyone,Lifestyle,"June 29, 2018",1.22,4.0.3 and up
6339,BJ TIKET,BUSINESS,4.3,3,3400000.0,10.0,Free,0.0,Everyone,Business,"February 9, 2018",8.0,4.0.3 and up
6341,Blackjack Verite Drills,GAME,4.6,17,4700000.0,100.0,Paid,14.0,Teen,Casino,"July 9, 2017",1.1.10,3.0 and up
6342,BJ Foods,BUSINESS,5.0,3,1500000.0,10.0,Free,0.0,Everyone,Business,"February 7, 2018",2.7,4.1 and up
6345,BJ Adams,BUSINESS,4.3,1,26000000.0,5.0,Free,0.0,Everyone,Business,"November 16, 2016",2.0.0,4.0.3 and up
6346,Phonics Puzzles,FAMILY,3.8,4,54000000.0,100.0,Paid,2.99,Everyone,Educational,"August 27, 2016",1.8.2,2.3 and up
6363,Read it easy for BK,LIFESTYLE,5.0,1,3200000.0,50.0,Free,0.0,Everyone,Lifestyle,"July 15, 2018",1.2,4.1 and up
6364,BK Video Status,FAMILY,5.0,13,2100000.0,100.0,Free,0.0,Everyone,Entertainment,"July 7, 2018",2.3,4.4 and up
6365,bk Group Mobile,BUSINESS,4.3,1,30000000.0,50.0,Free,0.0,Everyone,Business,"February 26, 2018",2.0,4.4W and up
6366,SLANGY-Perfect BK World Theme,PERSONALIZATION,4.4,1,14000000.0,50.0,Paid,4.85,Everyone,Personalization,"September 11, 2013",1.0,2.2 and up
6367,BK Formula Calculator 2,TOOLS,4.2,4,12000000.0,100.0,Free,0.0,Everyone,Tools,"August 7, 2016",0.0.1,4.2 and up
6371,Coupons for Burger King,FOOD_AND_DRINK,4.5,41,4000000.0,500.0,Free,0.0,Teen,Food & Drink,"July 17, 2018",1.0,5.0 and up
6372,BK Formula Calculator,TOOLS,5.0,6,11000000.0,100.0,Free,0.0,Everyone,Tools,"August 8, 2015",0.1.1,4.2 and up
6377,SKIN BK,PRODUCTIVITY,4.3,0,33000000.0,10.0,Free,0.0,Everyone,Productivity,"June 25, 2018",1.1.2,4.4W and up
6389,Bk Bee Sales Manager,BUSINESS,4.3,0,2100000.0,5.0,Paid,0.99,Everyone,Business,"December 16, 2017",1.0,4.1 and up
6391,BK Arogyam Task Track,BUSINESS,5.0,8,3700000.0,100.0,Free,0.0,Everyone,Business,"June 5, 2018",1.1.1,4.1 and up
6393,Capital Bk Mobile Business Dep,FINANCE,4.3,1,4099999.9999999995,100.0,Free,0.0,Everyone,Finance,"February 3, 2016",1.4.8,4.1 and up
6394,BK Travel Solutions,EVENTS,4.5,1,11000000.0,100.0,Free,0.0,Everyone,Events,"June 14, 2018",1.3.0,4.1 and up
6398,BK Gold App,FINANCE,5.0,4,11000000.0,50.0,Free,0.0,Everyone,Finance,"May 25, 2018",1.0.0,4.4 and up
6399,Of the wall Arapaho bk,COMMUNICATION,4.3,0,12000000.0,5.0,Free,0.0,Everyone,Communication,"August 18, 2017",1.0,4.1 and up
6413,Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4,23000000.0,10.0,Paid,14.99,Teen,Casual,"January 24, 2018",1.03,2.3.3 and up
6422,BL Flowers Digital,SHOPPING,5.0,21,2500000.0,100.0,Free,0.0,Everyone,Shopping,"October 31, 2017",1.6,4.2 and up
6425,BL 1-Click Camera,PHOTOGRAPHY,4.3,4,1400000.0,100.0,Paid,3.99,Everyone,Photography,"August 18, 2016",2.0.160818,2.3 and up
6428,BL File Explorer,TOOLS,4.2,1,421000.0,50.0,Paid,1.99,Everyone,Tools,"July 18, 2014",1.5.140718,1.5 and up
6429,BL IP-Camera,TOOLS,4.3,15,1200000.0,100.0,Paid,3.99,Everyone,Tools,"June 5, 2014",1.3.140606,2.3 and up
6430,BL Carrier,BUSINESS,4.3,0,11000000.0,10.0,Free,0.0,Everyone,Business,"July 27, 2018",5.0,4.0.3 and up
6432,BL Holo Theme,PERSONALIZATION,4.4,18,2100000.0,500.0,Paid,2.0,Everyone,Personalization,"July 1, 2013",1.0.3,2.1 and up
6433,BL Portfolio,PHOTOGRAPHY,4.3,4,16000000.0,100.0,Free,0.0,Everyone,Photography,"June 13, 2017",1.2,4.1 and up
6435,B-L Animal Hospital,MEDICAL,4.3,1,28000000.0,100.0,Free,0.0,Everyone,Medical,"June 8, 2017",300000.0.84,4.0.3 and up
6436,BL Banking DES,FINANCE,4.3,3,5500000.0,100.0,Free,0.0,Everyone,Finance,"July 18, 2018",2.3,4.0 and up
6437,BL ONLINE PERSONAL TRAINING,HEALTH_AND_FITNESS,4.5,0,41000000.0,5.0,Free,0.0,Everyone,Health & Fitness,"August 29, 2017",BL ONLINE PERSONAL TRAINING 7.9.0,4.1 and up
6442,BL!TZ - Endless,GAME,4.7,21,9000000.0,100.0,Free,0.0,Everyone,Arcade,"June 30, 2017",10.05,4.0.3 and up
6443,AC-BL,COMMUNICATION,4.3,0,4300000.0,50.0,Free,0.0,Everyone,Communication,"April 20, 2018",1.7,2.1 and up
6444,BL-ED: From BLUE to RED,GAME,4.4,3,2900000.0,10.0,Free,0.0,Everyone,Arcade,"April 24, 2016",1.6.5,4.4W and up
6445,B L Enterprises,FINANCE,4.3,2,6900000.0,10.0,Free,0.0,Everyone,Finance,"May 11, 2018",1.8,4.0.3 and up
6446,BL PowerPoint Remote,TOOLS,4.3,33,1000000.0,500.0,Paid,3.99,Everyone,Tools,"February 25, 2015",2.6.150226,2.3 and up
6455,Business Mitra (BM),BUSINESS,4.9,13,5300000.0,100.0,Free,0.0,Everyone,Business,"July 12, 2018",1.11.1prod,4.0.3 and up
6456,Bm,FAMILY,4.3,1,1700000.0,100.0,Free,0.0,Everyone,Puzzle,"September 21, 2016",1.0,4.0.3 and up
6459,BatControl Pro,TOOLS,4.9,83,3100000.0,500.0,Paid,3.99,Everyone,Tools,"June 1, 2018",2.0.0,5.0 and up
6464,MOD Black for BM,BOOKS_AND_REFERENCE,4.5,2,7800000.0,100.0,Free,0.0,Everyone,Books & Reference,"July 31, 2017",1.0,4.0 and up
6468,BM FlexCheck,AUTO_AND_VEHICLES,3.5,2,34000000.0,100.0,Free,0.0,Everyone,Auto & Vehicles,"June 8, 2018",1.10.1,5.0 and up
6470,bm-Events,SOCIAL,4.3,0,8100000.0,10.0,Free,0.0,Teen,Social,"November 1, 2016",1.1.1,4.4 and up
6473,BM CRM,SHOPPING,4.3,0,10000000.0,5.0,Free,0.0,Everyone,Shopping,"October 31, 2017",1.0,4.1 and up
6474,Mobilight-BM,FINANCE,4.8,6,6200000.0,500.0,Free,0.0,Everyone,Finance,"August 3, 2018",2.0.10,4.0.3 and up
6475,iFORA BM,MEDICAL,4.3,3,10000000.0,100.0,Free,0.0,Everyone,Medical,"April 9, 2018",1.0.8,4.3 and up
6478,postit.bm,SHOPPING,4.3,1,16000000.0,500.0,Free,0.0,Everyone,Shopping,"March 14, 2018",2.53,4.1 and up
6480,BM Assets,FINANCE,4.3,6,9900000.0,500.0,Free,0.0,Everyone,Finance,"October 25, 2016",1.1,2.3.3 and up
6481,BM Interventi,PRODUCTIVITY,4.3,2,22000000.0,10.0,Free,0.0,Everyone,Productivity,"May 4, 2018",1.4.0,4.3 and up
6482,BM Tahmin: Ücretsiz İddaa Tahminleri,SPORTS,4.3,7,1900000.0,500.0,Free,0.0,Everyone,Sports,"December 11, 2017",1.3,4.0.3 and up
6483,RIV-BM FPV,FAMILY,4.3,0,26000000.0,10.0,Free,0.0,Everyone,Entertainment,"August 12, 2017",1.0.1,2.2 and up
6484,BM Physiotherapy Clinic,HEALTH_AND_FITNESS,5.0,3,9300000.0,100.0,Free,0.0,Everyone,Health & Fitness,"October 9, 2017",0.0.1,4.1 and up
6488,BAMMS for BM 1Park,PRODUCTIVITY,4.3,7,10000000.0,50.0,Free,0.0,Everyone,Productivity,"July 19, 2018",1.3.2,4.1 and up
6490,MbH BM,MEDICAL,1.0,1,2300000.0,100.0,Free,0.0,Everyone,Medical,"December 14, 2016",1.1.3,4.3 and up
6492,Anime Mod for BM,BOOKS_AND_REFERENCE,4.5,0,8000000.0,100.0,Free,0.0,Everyone,Books & Reference,"July 28, 2017",1.0,4.0 and up
6493,BAMMS for BM SQ,PRODUCTIVITY,4.0,2,10000000.0,10.0,Free,0.0,Everyone,Productivity,"July 24, 2018",1.3.3,4.1 and up
6494,BM speed test,TOOLS,5.0,1,3700000.0,10.0,Free,0.0,Everyone,Tools,"July 13, 2018",2.0,4.4 and up
6495,Word Hunt,GAME,4.9,59,21000000.0,500.0,Free,0.0,Everyone,Word,"June 22, 2018",1.0,4.4 and up
6502,BN PERKS™,LIFESTYLE,4.2,0,15000000.0,100.0,Free,0.0,Everyone,Lifestyle,"June 2, 2018",2.13,4.0.3 and up
6506,BN Whitening Shoppe Ph,BEAUTY,4.0,2,13000000.0,100.0,Free,0.0,Everyone,Beauty,"March 6, 2018",1.0.8,4.0.3 and up
6508,Sam.BN Pro,TOOLS,4.2,11,2000000.0,10.0,Paid,0.99,Everyone,Tools,"March 27, 2015",1.0.0,4.0.3 and up
6513,[BN] Blitz,SPORTS,3.2,4,5600000.0,100.0,Free,0.0,Everyone,Sports,"May 17, 2018",4.6,4.3 and up
6518,2017 BN SM Sales Conference,BUSINESS,4.3,2,10000000.0,100.0,Free,0.0,Teen,Business,"September 28, 2017",v2.7.11.6,4.1 and up
